district,CVAP_TOT24
1,184213
2,167397
3,194507
4,205951
5,192227
6,191883
7,196831
8,202456
9,187406
10,201444
11,198008
12,201549
13,192880
14,204661
15,207289
16,212022
17,204843
18,203834
19,206508
20,195241
21,200667
22,206386
23,206004
24,197907
25,206518
26,205179
27,196269
28,202002
29,183100
30,205889
31,199203
32,204715
33,208697
34,216436
35,209246
36,221701
37,213567
38,219088
