district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
1,247361,42039,205322,104588,88913,322,1575,255,1673,4704,1281,1210,752,2363,2784,94375,184174,23952,160222,85991,67154,245,1452,202,887,1997,1062,504,671,1986,1956,69828
2,235957,17573,218384,151525,57945,179,1675,32,431,3249,1057,2006,274,1509,3682,61465,167494,11022,156473,109218,41752,149,1229,19,289,1641,786,1101,285,1220,2330,43675
3,247530,5249,242281,103909,109391,606,20075,93,1222,3111,774,2236,975,2339,22309,113448,195031,3566,191466,85582,85548,517,14240,66,834,2025,613,1300,815,1932,15553,88368
4,261520,15489,246031,194789,35850,437,4119,84,619,4969,2604,1606,954,3995,5725,41773,206002,9847,196155,159522,26936,325,3071,83,267,2444,2178,776,553,3056,3847,29933
5,247004,10309,236697,155945,49809,654,18604,30,865,5910,1874,2485,530,3058,21088,56257,192086,6444,185643,127689,37709,418,13598,37,472,2551,1459,1292,422,2299,14889,40682
6,247282,7587,239693,116650,106260,461,7247,243,1979,3478,1075,1723,570,2107,8971,110304,192130,4807,187323,98316,78234,435,5412,157,1188,1631,861,646,438,1734,6059,80308
7,250496,16573,233964,102325,110936,275,8583,52,1656,6675,518,1578,1348,2141,10160,118954,197138,9566,187580,84259,88988,209,6595,17,1217,3933,484,674,1199,1892,7268,94110
8,254004,6550,247403,126683,108213,259,4582,60,1261,2643,803,2153,750,1812,6735,111618,202327,4725,197584,106124,82339,158,3799,63,1055,1591,725,1049,682,1565,4847,84625
9,237589,6803,230784,178434,11915,434,32062,227,737,2488,1120,3347,26,1585,35403,14447,186987,4145,182841,144253,9327,337,24294,164,656,1071,862,1844,42,1243,26134,10453
10,263958,5487,258482,117314,120682,286,11259,13,1601,3717,1058,1746,758,2105,13013,125157,201253,3469,197791,98244,86134,217,7787,12,901,1928,804,1131,616,1640,8911,88674
11,252698,5849,246857,174391,56502,336,5776,67,1109,4944,1763,1490,449,2546,7275,61886,198102,3971,194128,142271,42083,255,4134,62,602,2175,1239,864,416,1909,5028,44667
12,252380,7571,244810,203698,28776,241,2428,85,1189,4501,1441,1993,475,2157,4421,33761,201586,5092,196495,167261,21208,216,1975,72,766,2153,1166,1332,357,1739,3307,23725
13,246022,7918,238100,184981,22409,279,24072,25,532,1896,885,2816,221,1385,26890,24517,192986,4925,188056,150334,17404,180,16615,33,401,1075,591,1185,248,1019,17800,18723
14,258045,9915,248107,213847,16216,487,7165,44,889,4877,1567,2820,188,2243,9980,21267,204072,6336,197707,173083,12958,453,5475,59,613,2433,1153,1394,120,1726,6865,15512
15,254117,14506,239629,175250,36607,404,15194,94,1311,5576,1149,3723,340,1892,18919,42555,207665,10283,197412,148568,28338,340,12683,56,796,3218,867,2249,263,1470,14934,31853
16,267649,14158,253498,239583,5324,169,805,86,812,3055,2208,1272,182,2556,2081,8561,212051,9353,202703,192984,4473,160,735,70,459,1253,1750,725,101,2011,1460,5826
17,264439,13790,250644,228691,10349,606,1841,28,651,4301,2565,1402,171,3343,3262,14805,204591,7781,196806,181550,8266,491,1585,39,382,1780,1796,789,120,2404,2376,10135
18,264654,11412,253225,226415,12402,650,3035,114,665,5494,2452,1374,652,3754,4389,18545,203869,7028,196833,179462,9149,615,2288,81,403,2233,1736,530,330,2678,2818,11710
19,264275,14209,250066,205906,27375,362,4849,28,869,6466,1872,1953,386,2620,6802,34227,206522,8828,197694,167369,20317,291,3932,56,524,2430,1480,1020,275,2046,4952,23022
20,256396,20933,235484,200531,22216,578,3879,90,496,3622,2062,1734,275,2917,5613,26113,195230,11058,184178,161068,15644,435,2671,79,251,1343,1539,885,273,2253,3555,17258
21,255553,21098,234504,186055,30007,543,5936,92,1363,6444,2035,1939,109,2690,7875,36593,200516,14672,185881,152048,22902,405,3924,86,753,2747,1634,1297,106,2150,5222,25763
22,259955,7378,252580,243013,2178,450,1732,53,345,1561,1855,1343,43,2353,3075,3783,206245,5027,201218,194730,1757,295,1318,9,232,613,1414,807,28,1743,2125,2398
23,262631,11238,251395,226915,10777,319,5327,44,602,2791,1757,2794,47,2123,8118,13634,205835,7322,198519,181553,8552,288,3703,56,407,1172,1321,1390,74,1683,5092,9801
24,253521,10016,243499,229416,3661,250,5103,200,275,1345,1423,1741,107,1782,6837,5100,197769,6541,191230,181768,2699,228,3652,200,113,678,971,793,137,1337,4416,3515
25,261780,9433,252348,239011,6007,206,889,22,364,2788,2076,885,82,2365,1773,8882,206374,6282,200099,190980,4801,163,687,39,169,1211,1551,420,71,1786,1109,6082
26,257620,11193,246420,229739,8287,385,772,33,259,3181,2193,1431,100,2682,2204,11550,204892,7306,197578,186422,6230,303,638,18,142,1317,1719,665,93,2118,1301,7642
27,254989,11071,243924,157382,72448,704,2748,70,1094,6905,1855,555,221,2775,3303,79587,196541,7351,189191,127464,53797,570,2175,45,457,2774,1398,406,143,2107,2581,56713
28,250582,13121,237409,211330,8683,437,6937,14,610,4316,1735,3274,61,2225,10211,13026,202001,9300,192664,173905,6991,299,5530,8,449,2067,1397,1986,26,1711,7515,9076
