county,county_norm,precinct_label,unmatched_rows,unmatched_vote_volume,years
Jackson,JACKSON,Jackson City 3 Ward 1,2,830,2008|2010
Wayne,WAYNE,Detroit City 187,3,828,2014|2016|2018
Allegan,ALLEGAN,Watson Township 1A,2,827,2008|2010
Wayne,WAYNE,Detroit City 30 Ward 21,2,827,2008|2010
Wayne,WAYNE,Detroit City 33 Ward 5,2,827,2008|2010
Wayne,WAYNE,Detroit City 72 Ward 16,2,827,2008|2010
Wayne,WAYNE,Detroit City 262,3,826,2014|2016|2018
Macomb,MACOMB,Warren City 84,1,826,2008
St. Joseph,ST. JOSEPH,Three Rivers City 4,2,825,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 19,2,825,2008|2010
Midland,MIDLAND,Homer Township 4,1,822,2008
Wayne,WAYNE,Detroit City 33 Ward 20,2,821,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 16,2,820,2008|2010
Kent,KENT,Grand Rapids City 13 Ward 3,1,819,2010
Wayne,WAYNE,Detroit City 36 Ward 20,2,817,2008|2010
Wayne,WAYNE,Detroit City 332,3,815,2014|2016|2018
Wayne,WAYNE,Detroit City 367,3,815,2014|2016|2018
Wayne,WAYNE,Detroit City 8 Ward 5,2,815,2008|2010
Wayne,WAYNE,Dearborn Heights City 39,2,813,2008|2010
Wayne,WAYNE,Detroit City 13 Ward 25,2,809,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 12,2,808,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 17,2,807,2008|2010
Tuscola,TUSCOLA,Almer Township 2,1,807,2008
Wayne,WAYNE,Highland Park City 25,5,806,2008|2010|2012|2014|2016
Wayne,WAYNE,Detroit City 15 Ward 16,2,805,2008|2010
Macomb,MACOMB,Chesterfield Township 17,3,803,2008|2010|2012
Wayne,WAYNE,Detroit City 42 Ward 4,3,799,2008|2010|2012
Genesee,GENESEE,Flint City 18,2,799,2008|2010
Wayne,WAYNE,Detroit City 12 Ward 13,2,799,2008|2010
Wayne,WAYNE,Detroit City 36 Ward 19,2,799,2008|2010
Saginaw,SAGINAW,Saginaw City 18,2,795,2012|2014
Wayne,WAYNE,Detroit City 235,3,794,2014|2016|2018
Bay,BAY,Bay City 2 Ward 3,2,794,2008|2010
Gratiot,GRATIOT,Elba Township 1A,2,793,2008|2010
Macomb,MACOMB,Macomb Township 37,1,793,2018
Marquette,MARQUETTE,Powell Township 2,6,792,2008|2010|2012|2014|2016|2018
Macomb,MACOMB,Harrison Township 11,1,792,2008
Wayne,WAYNE,Detroit City 349 Ward 7,1,791,2012
Wayne,WAYNE,Detroit City 40 Ward 16,2,789,2008|2010
Macomb,MACOMB,Warren City 93,1,789,2008
Wayne,WAYNE,Detroit City 119,3,788,2014|2016|2018
Wayne,WAYNE,Detroit City 20 Ward 25,2,787,2008|2010
Wayne,WAYNE,Detroit City 39 Ward 11,2,787,2008|2010
Wayne,WAYNE,Detroit City 72 Ward 7,2,787,2008|2010
Wayne,WAYNE,Detroit City 196,3,786,2014|2016|2018
Wayne,WAYNE,Detroit City 38 Ward 11,2,785,2008|2010
Mason,MASON,Scottville City 2 Ward 2,4,782,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 1 Ward 6,2,782,2008|2010
Wayne,WAYNE,Detroit City 401,3,781,2014|2016|2018
Wayne,WAYNE,Detroit City 31 Ward 13,2,781,2008|2010
Wayne,WAYNE,Detroit City 50 Ward 15,2,781,2008|2010
Genesee,GENESEE,Flint City 39,2,780,2008|2010
Wayne,WAYNE,Detroit City 34 Ward 4,1,780,2012
Wayne,WAYNE,Detroit City 32 Ward 19,2,778,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 19,2,776,2008|2010
Wayne,WAYNE,Detroit City 42 Ward 9,2,775,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 14,2,775,2008|2010
Gratiot,GRATIOT,Emerson Township 1A,2,774,2008|2010
Wayne,WAYNE,Dearborn Heights City 33,2,774,2008|2010
Wayne,WAYNE,Detroit City 23 Ward 19,2,773,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 19,2,773,2008|2010
Macomb,MACOMB,Warren City 108,1,773,2008
Wayne,WAYNE,Detroit City 6 Ward 8,2,772,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 19,2,771,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 17,2,770,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 15,2,768,2008|2010
Wayne,WAYNE,Detroit City 17,3,767,2014|2016|2018
Oakland,OAKLAND,Pontiac City 5,2,767,2008|2010
Wayne,WAYNE,Detroit City 48 Ward 4,3,766,2008|2010|2012
Wayne,WAYNE,Detroit City 26 Ward 14,2,766,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 3,2,765,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 14,2,764,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 5,2,762,2008|2010
Wayne,WAYNE,Detroit City 21 Ward 10,2,761,2008|2010
Genesee,GENESEE,Flint Township 19,2,759,2008|2010
Wayne,WAYNE,Detroit City 31 Ward 18,2,759,2008|2010
Wayne,WAYNE,Detroit City 37 Ward 22,2,759,2008|2010
Wayne,WAYNE,Detroit City 75 Ward 15,2,759,2008|2010
Bay,BAY,Bay City 2 Ward 4,2,755,2008|2010
Saginaw,SAGINAW,Saginaw City 18B,2,755,2008|2010
Macomb,MACOMB,Warren City 40 Ward 1,2,754,2012|2018
Kent,KENT,Kentwood City 17,1,754,2018
Wayne,WAYNE,Detroit City 379 Ward 1,1,754,2012
Oakland,OAKLAND,Pontiac City 10 Ward 4,4,753,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 16 Ward 5,2,753,2008|2010
Wayne,WAYNE,Detroit City 33 Ward 8,2,753,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 18,2,752,2008|2010
Wayne,WAYNE,Detroit City 47 Ward 19,2,751,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 20,2,750,2008|2010
Wayne,WAYNE,Detroit City 351 Ward 1,1,749,2012
Wayne,WAYNE,Detroit City 32 Ward 17,2,747,2008|2010
Eaton,EATON,Grand Ledge City 2 Ward 2,1,747,2010
Allegan,ALLEGAN,Watson Township 1B,2,746,2008|2010
Manistee,MANISTEE,Manistee City 7,4,745,2008|2010|2012|2014
Kent,KENT,Grand Rapids City 44 Ward 1,1,745,2008
Wayne,WAYNE,Detroit City 110,3,744,2014|2016|2018
Wayne,WAYNE,Detroit City 1 Ward 11,2,744,2008|2010
Wayne,WAYNE,Detroit City 4 Ward 25,2,744,2008|2010
Wayne,WAYNE,Detroit City 67,3,743,2014|2016|2018
Wayne,WAYNE,Detroit City 44 Ward 12,2,743,2008|2010
Wayne,WAYNE,Detroit City 20 Ward 11,2,742,2008|2010
Wayne,WAYNE,Detroit City 345 Ward 7,1,742,2012
Wayne,WAYNE,Detroit City 27 Ward 13,2,741,2008|2010
Wayne,WAYNE,Grosse Pointe Township 2,1,741,2008
Wayne,WAYNE,Detroit City 7 Ward 7,2,740,2008|2010
Wayne,WAYNE,Detroit City 83 Ward 3,1,739,2012
Wayne,WAYNE,Detroit City 36 Ward 12,2,738,2008|2010
Macomb,MACOMB,Warren City 70,1,738,2008
Wayne,WAYNE,Detroit City 4 Ward 24,2,736,2008|2010
Wayne,WAYNE,Detroit City 352 Ward 1,1,735,2012
Wayne,WAYNE,Detroit City 170,3,734,2014|2016|2018
Wayne,WAYNE,Detroit City 27 Ward 15,2,734,2008|2010
Genesee,GENESEE,Flint City 43 Ward 6,4,733,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 34 Ward 13,2,732,2008|2010
Wayne,WAYNE,Detroit City 369 Ward 7,1,732,2012
Wayne,WAYNE,Detroit City 18 Ward 17,2,730,2008|2010
Wayne,WAYNE,Detroit City 34 Ward 17,2,730,2008|2010
Genesee,GENESEE,Flint City 32 Ward 5,4,729,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 366,3,729,2014|2016|2018
Macomb,MACOMB,Warren City 42 Ward 2,2,728,2012|2018
Wayne,WAYNE,Detroit City 11 Ward 8,2,728,2008|2010
Wayne,WAYNE,Detroit City 13 Ward 3,2,728,2008|2010
Wayne,WAYNE,Detroit City 42 Ward 14,2,727,2008|2010
Saginaw,SAGINAW,Saginaw City 4B,2,726,2008|2010
Wayne,WAYNE,Detroit City 80 Ward 3,1,726,2012
Wayne,WAYNE,Detroit City 152,3,724,2014|2016|2018
Wayne,WAYNE,Detroit City 303,3,723,2014|2016|2018
Wayne,WAYNE,Dearborn Heights City 38,2,723,2008|2010
Oakland,OAKLAND,Rochester Hills City 2 Ward 3,1,723,2012
Wayne,WAYNE,Detroit City 153,3,721,2014|2016|2018
Wayne,WAYNE,Detroit City 445,3,721,2014|2016|2018
Wayne,WAYNE,Detroit City 488,3,721,2014|2016|2018
Wayne,WAYNE,Detroit City 38 Ward 25,2,720,2008|2010
Bay,BAY,Bangor Township 7,2,719,2008|2010
Saginaw,SAGINAW,Saginaw City 4A,2,719,2008|2010
Wayne,WAYNE,Detroit City 343 Ward 7,1,719,2012
Wayne,WAYNE,Detroit City 344 Ward 7,1,719,2012
Wayne,WAYNE,Detroit City 476,3,718,2014|2016|2018
Wayne,WAYNE,Detroit City 33 Ward 13,2,717,2008|2010
Wayne,WAYNE,Detroit City 42 Ward 13,2,717,2008|2010
Wayne,WAYNE,Detroit City 49 Ward 15,2,717,2008|2010
Wayne,WAYNE,Detroit City 12 Ward 15,2,716,2008|2010
Wayne,WAYNE,Detroit City 23 Ward 22,2,715,2008|2010
Oakland,OAKLAND,Pontiac City 16,2,713,2008|2010
Macomb,MACOMB,Warren City 76,1,713,2008
Wayne,WAYNE,Detroit City 17 Ward 22,2,712,2008|2010
Wayne,WAYNE,Detroit City 72 Ward 17,2,712,2008|2010
Macomb,MACOMB,Warren City 94,1,712,2008
Wayne,WAYNE,Detroit City 32 Ward 12,2,711,2008|2010
Wayne,WAYNE,Detroit City 40 Ward 15,2,711,2008|2010
Wayne,WAYNE,Detroit City 257 Ward 2,1,711,2012
Alger,ALGER,Munising Township 3,2,709,2010|2012
Wayne,WAYNE,Detroit City 1 Ward 21,2,709,2008|2010
Wayne,WAYNE,Detroit City 32 Ward 5,2,709,2008|2010
Wayne,WAYNE,Detroit City 8 Ward 18,2,709,2008|2010
Wayne,WAYNE,Detroit City 298 Ward 1,1,709,2012
Wayne,WAYNE,Detroit City 384 Ward 2,1,708,2012
Wayne,WAYNE,Detroit City 8 Ward 13,2,707,2008|2010
Wayne,WAYNE,Detroit City 254 Ward 1,1,706,2012
Kent,KENT,Grand Rapids City 14 Ward 3,1,704,2008
Wayne,WAYNE,Detroit City 466 Ward 6,1,704,2012
Crawford,CRAWFORD,Grayling Township 302,4,703,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 16 Ward 8,2,703,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 17,2,703,2008|2010
Wayne,WAYNE,Detroit City 18 Ward 11,2,702,2008|2010
Wayne,WAYNE,Detroit City 255,3,701,2014|2016|2018
Wayne,WAYNE,Detroit City 8 Ward 21,2,701,2008|2010
Wayne,WAYNE,Detroit City 207 Ward 2,1,701,2012
Wayne,WAYNE,Detroit City 274,3,700,2014|2016|2018
Genesee,GENESEE,Genesee Township 14,2,699,2008|2010
Macomb,MACOMB,Warren City 109,1,698,2008
Wayne,WAYNE,Detroit City 382,3,697,2014|2016|2018
Wayne,WAYNE,Dearborn Heights City 31,2,696,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 7,2,696,2008|2010
Wayne,WAYNE,Detroit City 27 Ward 21,2,696,2008|2010
Wayne,WAYNE,Detroit City 43 Ward 16,2,696,2008|2010
Wayne,WAYNE,Detroit City 18 Ward 4,1,696,2012
Clare,CLARE,Sheridan Township 2,3,695,2008|2010|2012
Wayne,WAYNE,Detroit City 347 Ward 7,1,694,2012
Macomb,MACOMB,Warren City 39 Ward 1,2,692,2012|2018
Wayne,WAYNE,Detroit City 2 Ward 13,2,692,2008|2010
Wayne,WAYNE,Detroit City 5 Ward 19,2,691,2008|2010
Wayne,WAYNE,Detroit City 41 Ward 15,2,690,2008|2010
Wayne,WAYNE,Detroit City 48 Ward 6,2,689,2008|2010
Wayne,WAYNE,Detroit City 33 Ward 21,2,688,2008|2010
Kent,KENT,Grand Rapids City 15 Ward 3,1,687,2010
Wayne,WAYNE,Detroit City 6 Ward 14,2,686,2008|2010
Eaton,EATON,Lansing City 6 Ward 3,1,685,2010
Wayne,WAYNE,Detroit City 225 Ward 2,1,685,2012
Macomb,MACOMB,Warren City 110,1,684,2008
Wayne,WAYNE,Detroit City 136 Ward 5,1,684,2012
Wayne,WAYNE,Detroit City 84 Ward 3,1,684,2012
Wayne,WAYNE,Detroit City 150 Ward 6,1,683,2012
Wayne,WAYNE,Detroit City 8 Ward 12,2,682,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 20,2,682,2008|2010
Kent,KENT,Grand Rapids City 43 Ward 1,1,682,2008
Wayne,WAYNE,Detroit City 5 Ward 17,2,679,2008|2010
Wayne,WAYNE,Detroit City 51 Ward 15,2,679,2008|2010
Eaton,EATON,Bellevue Township 1A,1,679,2010
Wayne,WAYNE,Detroit City 25 Ward 17,2,678,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 7,2,678,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 5,2,677,2008|2010
Barry,BARRY,Maple Grove Township 1C,1,676,2008
Wayne,WAYNE,Detroit City 7 Ward 26,2,675,2008|2010
Wayne,WAYNE,Detroit City 57,3,674,2014|2016|2018
Wayne,WAYNE,Detroit City 6 Ward 11,2,674,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 24,2,673,2008|2010
Macomb,MACOMB,Warren City 105,1,673,2008
Wayne,WAYNE,Detroit City 25 Ward 15,2,672,2008|2010
Wayne,WAYNE,Detroit City 142,3,671,2014|2016|2018
Wayne,WAYNE,Detroit City 30 Ward 8,2,671,2008|2010
Wayne,WAYNE,Detroit City 271 Ward 1,1,671,2012
Wayne,WAYNE,Detroit City 413 Ward 7,1,671,2012
Lake,LAKE,Pleasant Plains Township 14,4,670,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 96,3,670,2014|2016|2018
Wayne,WAYNE,Detroit City 8 Ward 15,2,669,2008|2010
Washtenaw,WASHTENAW,Ann Arbor City 11 Ward 1,1,669,2018
Wayne,WAYNE,Detroit City 35 Ward 7,2,668,2008|2010
Wayne,WAYNE,Detroit City 8 Ward 23,2,668,2008|2010
Kent,KENT,Grand Rapids City 42 Ward 1,1,668,2008
Genesee,GENESEE,Flint City 19,2,665,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 7,2,665,2008|2010
Wayne,WAYNE,Detroit City 276 Ward 1,1,665,2012
Wayne,WAYNE,Detroit City 431,3,664,2014|2016|2018
Wayne,WAYNE,Detroit City 19 Ward 6,2,664,2008|2010
Wayne,WAYNE,Detroit City 158 Ward 5,1,664,2012
Berrien,BERRIEN,St. Joseph City 4,1,663,2008
Wayne,WAYNE,Detroit City 263 Ward 1,1,663,2012
Wayne,WAYNE,Detroit City 33 Ward 17,2,662,2008|2010
Wayne,WAYNE,Detroit City 13,3,660,2014|2016|2018
Wayne,WAYNE,Detroit City 71 Ward 16,2,660,2008|2010
Wayne,WAYNE,Detroit City 463,3,658,2014|2016|2018
Wayne,WAYNE,Detroit City 29 Ward 23,2,657,2008|2010
Wayne,WAYNE,Detroit City 68 Ward 3,1,657,2012
Wayne,WAYNE,Detroit City 13 Ward 6,2,656,2008|2010
Wayne,WAYNE,Detroit City 236 Ward 2,1,656,2012
Wayne,WAYNE,Detroit City 18 Ward 15,2,655,2008|2010
Wayne,WAYNE,Detroit City 47 Ward 16,2,655,2008|2010
Wayne,WAYNE,Detroit City 115 Ward 5,1,655,2012
Wayne,WAYNE,Detroit City 82 Ward 3,1,655,2012
Wayne,WAYNE,Detroit City 18 Ward 14,2,654,2008|2010
Wayne,WAYNE,Detroit City 25 Ward 10,2,654,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 16,2,654,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 17,2,654,2008|2010
Wayne,WAYNE,Detroit City 81 Ward 3,1,654,2012
Wayne,WAYNE,Detroit City 265 Ward 1,1,653,2012
Wayne,WAYNE,Detroit City 35 Ward 16,2,652,2008|2010
Wayne,WAYNE,Detroit City 306 Ward 1,1,652,2012
Wayne,WAYNE,Detroit City 312 Ward 1,1,652,2012
Wayne,WAYNE,Detroit City 24 Ward 23,2,651,2008|2010
Wayne,WAYNE,Detroit City 43 Ward 15,2,651,2008|2010
Wayne,WAYNE,Detroit City 315 Ward 1,1,651,2012
Wayne,WAYNE,Detroit City 324 Ward 1,1,651,2012
Wayne,WAYNE,Detroit City 125 Ward 5,1,650,2012
Wayne,WAYNE,Detroit City 30 Ward 7,2,648,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 16,2,647,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 13,2,647,2008|2010
Macomb,MACOMB,Warren City 61,1,646,2008
Wayne,WAYNE,Detroit City 48 Ward 5,2,645,2008|2010
Wayne,WAYNE,Detroit City 66 Ward 3,1,645,2012
Washtenaw,WASHTENAW,Dexter City 3 Ward 1,1,643,2018
Wayne,WAYNE,Detroit City 208 Ward 2,1,643,2012
Wayne,WAYNE,Detroit City 287 Ward 1,1,643,2012
Wayne,WAYNE,Detroit City 206,3,642,2014|2016|2018
Kent,KENT,Grand Rapids City 48 Ward 3,1,642,2008
Wayne,WAYNE,Detroit City 23 Ward 3,2,640,2008|2010
Wayne,WAYNE,Detroit City 63 Ward 3,1,640,2012
Wayne,WAYNE,Detroit City 356 Ward 7,1,639,2012
Eaton,EATON,Delta Township 81,2,638,2008|2010
Wayne,WAYNE,Detroit City 2 Ward 11,2,638,2008|2010
Tuscola,TUSCOLA,Indianfields Township 2,1,637,2008
Wayne,WAYNE,Detroit City 418 Ward 6,1,637,2012
Wayne,WAYNE,Detroit City 30,3,636,2014|2016|2018
Wayne,WAYNE,Detroit City 40 Ward 22,2,636,2008|2010
Wayne,WAYNE,Detroit City 323 Ward 1,1,636,2012
Wayne,WAYNE,Detroit City 20 Ward 18,2,634,2008|2010
Wayne,WAYNE,Detroit City 73 Ward 20,2,634,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 25,2,633,2008|2010
Wayne,WAYNE,Plymouth Township 14,1,633,2008
Wayne,WAYNE,Detroit City 45 Ward 4,1,631,2012
Wayne,WAYNE,Detroit City 213,3,630,2014|2016|2018
Wayne,WAYNE,Detroit City 24 Ward 8,2,630,2008|2010
Wayne,WAYNE,Detroit City 281 Ward 1,1,630,2012
Wayne,WAYNE,Detroit City 485 Ward 6,1,630,2012
Wayne,WAYNE,Detroit City 18 Ward 7,2,629,2008|2010
Eaton,EATON,Grand Ledge City 1 Ward 1,1,629,2010
Macomb,MACOMB,Warren City 82,1,629,2008
Wayne,WAYNE,Detroit City 341 Ward 7,1,628,2012
Wayne,WAYNE,Detroit City 14 Ward 17,2,626,2008|2010
Wayne,WAYNE,Detroit City 7 Ward 23,2,626,2008|2010
Wayne,WAYNE,Detroit City 355 Ward 7,1,626,2012
Macomb,MACOMB,Warren City 85,1,625,2008
Wayne,WAYNE,Detroit City 184 Ward 3,1,625,2012
Houghton,HOUGHTON,Franklin Township 4,5,622,2008|2010|2012|2014|2018
Wayne,WAYNE,Highland Park City 7,5,621,2008|2010|2012|2014|2016
Wayne,WAYNE,Detroit City 23 Ward 5,2,621,2008|2010
Wayne,WAYNE,Detroit City 217 Ward 2,1,621,2012
Wayne,WAYNE,Detroit City 41 Ward 25,2,620,2008|2010
Wayne,WAYNE,Dearborn Heights City 37,2,619,2008|2010
Barry,BARRY,Castleton Township 1C,1,619,2008
Wayne,WAYNE,Detroit City 30 Ward 23,2,618,2008|2010
Wayne,WAYNE,Detroit City 464 Ward 6,1,618,2012
Genesee,GENESEE,Flint City 51,2,616,2008|2010
Wayne,WAYNE,Detroit City 14 Ward 7,2,616,2008|2010
Wayne,WAYNE,Detroit City 21 Ward 23,2,616,2008|2010
Wayne,WAYNE,Detroit City 279 Ward 1,1,615,2012
Oakland,OAKLAND,Pontiac City 12,2,613,2008|2010
Wayne,WAYNE,Detroit City 19 Ward 17,2,613,2008|2010
Wayne,WAYNE,Detroit City 410 Ward 7,1,612,2012
Wayne,WAYNE,Detroit City 35 Ward 21,2,610,2008|2010
Wayne,WAYNE,Detroit City 43 Ward 13,2,610,2008|2010
Wayne,WAYNE,Detroit City 233 Ward 2,1,610,2012
Wayne,WAYNE,Detroit City 83 Ward 17,2,609,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 26,2,609,2008|2010
Wayne,WAYNE,Detroit City 277,3,608,2014|2016|2018
Wayne,WAYNE,Detroit City 21 Ward 9,2,608,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 15,2,607,2008|2010
Wayne,WAYNE,Detroit City 55 Ward 15,2,607,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 22,2,607,2008|2010
Wayne,WAYNE,Detroit City 42,3,605,2014|2016|2018
Wayne,WAYNE,Detroit City 75 Ward 3,1,604,2012
Wayne,WAYNE,Ecorse City 9,2,603,2008|2010
Wayne,WAYNE,Detroit City 123 Ward 5,1,602,2012
Wayne,WAYNE,Detroit City 147 Ward 6,1,602,2012
Oakland,OAKLAND,Pontiac City 26,2,601,2008|2010
Wayne,WAYNE,Detroit City 26 Ward 15,2,601,2008|2010
Wayne,WAYNE,Detroit City 4 Ward 20,2,601,2008|2010
Wayne,WAYNE,Detroit City 483 Ward 6,1,600,2012
Wayne,WAYNE,Detroit City 24 Ward 18,2,599,2008|2010
Macomb,MACOMB,Warren City 68,1,598,2008
Wayne,WAYNE,Detroit City 179 Ward 3,1,596,2012
Wayne,WAYNE,Detroit City 361 Ward 1,1,595,2012
Lake,LAKE,Pleasant Plains Township 13,4,594,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 23 Ward 21,2,594,2008|2010
Kent,KENT,Grand Rapids City 41 Ward 1,1,594,2008
Macomb,MACOMB,Warren City 67,1,594,2008
Arenac,ARENAC,Standish City 1 Ward 1,2,593,2008|2010
Berrien,BERRIEN,St. Joseph City 6,1,593,2008
Oakland,OAKLAND,Hazel Park City 7,3,592,2008|2010|2012
Wayne,WAYNE,Detroit City 41 Ward 14,2,592,2008|2010
Macomb,MACOMB,Warren City 90,1,592,2008
Kent,KENT,Grand Rapids City 19 Ward 3,1,591,2008
Wayne,WAYNE,Detroit City 383 Ward 2,1,591,2012
Wayne,WAYNE,Detroit City 23 Ward 17,2,590,2008|2010
Kent,KENT,Grand Rapids City 23 Ward 2,1,587,2008
Wayne,WAYNE,Detroit City 250 Ward 2,1,587,2012
Arenac,ARENAC,Whitney Township 11,1,586,2008
Ogemaw,OGEMAW,Rose City 1 Ward 1,6,585,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 134 Ward 5,1,585,2012
Wayne,WAYNE,Detroit City 342 Ward 7,1,585,2012
Wayne,WAYNE,Detroit City 258 Ward 2,1,584,2012
Wayne,WAYNE,Detroit City 484 Ward 6,1,584,2012
Wayne,WAYNE,Detroit City 451 Ward 6,1,582,2012
Livingston,LIVINGSTON,Genoa Township 12,6,581,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 32 Ward 15,2,581,2008|2010
Kent,KENT,Grand Rapids City 31 Ward 3,1,581,2008
Wayne,WAYNE,Detroit City 14 Ward 15,2,580,2008|2010
Wayne,WAYNE,Detroit City 5 Ward 12,2,580,2008|2010
Wayne,WAYNE,Detroit City 47 Ward 4,1,580,2012
Washtenaw,WASHTENAW,Ypsilanti Township 16,2,579,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 3,2,579,2008|2010
Wayne,WAYNE,Detroit City 330 Ward 7,1,578,2012
Wayne,WAYNE,Detroit City 37 Ward 4,1,577,2012
Wayne,WAYNE,Detroit City 114,3,575,2014|2016|2018
Wayne,WAYNE,Detroit City 232 Ward 2,1,575,2012
Wayne,WAYNE,Detroit City 245 Ward 2,1,575,2012
Ionia,IONIA,Ionia City 1 Ward 3,1,574,2012
Crawford,CRAWFORD,Maple Forest Township 1,2,573,2008|2010
Wayne,WAYNE,Detroit City 124 Ward 5,1,573,2012
Wayne,WAYNE,Detroit City 15 Ward 22,2,572,2008|2010
Alger,ALGER,Munising City 2,1,571,2010
Wayne,WAYNE,Detroit City 311 Ward 1,1,571,2012
Wayne,WAYNE,Detroit City 1 Ward 14,2,570,2008|2010
Oakland,OAKLAND,Pontiac City 10,2,569,2008|2010
Wayne,WAYNE,Detroit City 182 Ward 3,1,569,2012
Wayne,WAYNE,Detroit City 6 Ward 26,2,568,2008|2010
Wayne,WAYNE,Detroit City 482 Ward 6,1,568,2012
Wayne,WAYNE,Detroit City 167 Ward 5,1,567,2012
Wayne,WAYNE,Detroit City 205,3,566,2014|2016|2018
Wayne,WAYNE,Detroit City 37 Ward 15,2,566,2008|2010
Kent,KENT,Grand Rapids City 28 Ward 1,1,565,2008
Macomb,MACOMB,Warren City 69,1,565,2008
Macomb,MACOMB,Warren City 106,1,564,2008
Wayne,WAYNE,Detroit City 14 Ward 25,2,563,2008|2010
Wayne,WAYNE,Detroit City 3 Ward 26,2,563,2008|2010
Barry,BARRY,Castleton Township 1B,1,563,2008
Ionia,IONIA,Ionia City 1 Ward 4,1,563,2012
Wayne,WAYNE,Detroit City 141 Ward 5,1,563,2012
Wayne,WAYNE,Detroit City 264 Ward 1,1,563,2012
Eaton,EATON,Lansing City 1E Ward 3,1,562,2008
Wayne,WAYNE,Detroit City 133 Ward 5,1,562,2012
Wayne,WAYNE,Northville Township 16,1,561,2014
Wayne,WAYNE,Detroit City 467,3,559,2014|2016|2018
Wayne,WAYNE,Detroit City 58,3,559,2014|2016|2018
Wayne,WAYNE,Detroit City 11 Ward 7,2,559,2008|2010
Macomb,MACOMB,Warren City 73,1,559,2008
Wayne,WAYNE,Detroit City 305 Ward 1,1,559,2012
Wayne,WAYNE,Detroit City 223 Ward 2,1,558,2012
Wayne,WAYNE,Detroit City 27 Ward 4,1,558,2012
Macomb,MACOMB,Warren City 64,1,557,2008
Wayne,WAYNE,Detroit City 39 Ward 4,1,557,2012
Macomb,MACOMB,Warren City 80,1,556,2008
Wayne,WAYNE,Detroit City 316 Ward 1,1,556,2012
Wayne,WAYNE,Detroit City 15 Ward 10,2,555,2008|2010
Wayne,WAYNE,Detroit City 428 Ward 7,1,554,2012
Wayne,WAYNE,Detroit City 336 Ward 7,1,553,2012
Wayne,WAYNE,Detroit City 161 Ward 5,1,552,2012
Wayne,WAYNE,Detroit City 186,3,551,2014|2016|2018
Wayne,WAYNE,Detroit City 22 Ward 19,2,551,2008|2010
Wayne,WAYNE,Detroit City 39 Ward 19,2,551,2008|2010
Wayne,WAYNE,Detroit City 45 Ward 19,2,551,2008|2010
Wayne,WAYNE,Detroit City 156 Ward 5,1,551,2012
Macomb,MACOMB,Warren City 72A,1,550,2008
Wayne,WAYNE,Detroit City 237 Ward 2,1,549,2012
Wayne,WAYNE,Detroit City 297 Ward 1,1,549,2012
Wayne,WAYNE,Detroit City 23 Ward 8,2,548,2008|2010
Wayne,WAYNE,Detroit City 286 Ward 1,1,548,2012
Wayne,WAYNE,Detroit City 292 Ward 2,1,548,2012
Wayne,WAYNE,Detroit City 16 Ward 26,2,546,2008|2010
Kent,KENT,Grand Rapids City 10 Ward 3,1,546,2008
Macomb,MACOMB,Warren City 60,1,546,2008
Wayne,WAYNE,Detroit City 177 Ward 3,1,546,2012
Wayne,WAYNE,Detroit City 71 Ward 3,1,546,2012
